Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Included / International,Price / International,Compare At Price / International,Status
mythical-ireland-pewter-wine-goblets,,,,,,,false,,King Lugh - Single Goblet,,,,,P140L King Lugh,0,shopify,0,deny,manual,129.95,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
mythical-ireland-pewter-wine-goblets,,,,,,,false,,Queen Maeve - Single Goblet,,,,,P140Q Queen Maeve,0,shopify,0,deny,manual,129.95,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
mythical-ireland-pewter-wine-goblets,,,,,,,false,,The Lion of Ireland - Single Goblet,,,,,P140K Lion of Ireland,0,shopify,0,deny,manual,129.95,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
mythical-ireland-pewter-wine-goblets,,,,,,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1565/2549/files/NAFIANNAGOBLET_c539a5a3-47d8-4fae-8b60-c9ba91c09cdb.jpg?v=1718706581,2,Mullingar Pewter Mythical Ireland Pewter Wine Goblets.,,,,,,,,,,,,,,,,,,,,,,,unlisted
mythical-ireland-pewter-wine-goblets,,,,,,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1565/2549/files/KINGLUGHGOBLET_9be7504c-8683-4cca-af28-081316e07407.jpg?v=1718706615,3,Mullingar Pewter Mythical Ireland Pewter Wine Goblets.,,,,,,,,,,,,,,,,,,,,,,,unlisted
mythical-ireland-pewter-wine-goblets,,,,,,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1565/2549/files/QUEENMAEVEGOBLET_605af893-eb9e-411e-8c00-de58aef131b1.jpg?v=1718706650,4,Mullingar Pewter Mythical Ireland Pewter Wine Goblets.,,,,,,,,,,,,,,,,,,,,,,,unlisted
mythical-ireland-pewter-wine-goblets,,,,,,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1565/2549/files/KINGBRIANBORUGOBLET_66e243c2-331d-4709-94a9-77e1f80a4c33.jpg?v=1718706706,5,Mullingar Pewter Mythical Ireland Pewter Wine Goblets.,,,,,,,,,,,,,,,,,,,,,,,unlisted
woodlands-beakers,Mullingar Pewter Beakers with Woodlands Designs.,"<h3>Mullingar Pewter Beakers with Woodlands Designs</h3>
<h3>Product Code: B92552</h3>
<h4>Available Designs</h4>
<ul>
<li><strong>Fox</strong></li>
<li><strong>Duck</strong></li>
<li><strong>Hare</strong></li>
<li><strong>Stag</strong></li>
</ul>
<h4>Product Description</h4>
<p>The Mullingar Pewter Woodlands Collection is an exquisite series that showcases detailed and unique representations of forest animals. This collection features intricately designed pewter beakers, each adorned with a different woodland creature: a fox, a duck, a stag and a hare.</p>
<h4>Design and Craftsmanship</h4>
<p>Standing at 5.5 inches high, these Irish pewter beakers are crafted from the finest quality pewter, finished in a lustrous silver color. The intricate animal designs capture the beauty and charm of the woodland fauna, making each piece a true work of art. Whether used for drinking or displayed as a decorative piece, these beakers are sure to impress.</p>
<h4>Perfect Gift</h4>
<p>These beakers make a wonderful gift for any occasion. They are ideal for nature enthusiasts, collectors of pewter, or anyone who appreciates finely crafted artisan items. The timeless elegance and unique design of each beaker ensure that they will be cherished for years to come.</p>
<h4>Handmade Excellence</h4>
<p>Each beaker in this collection is handmade in Ireland, reflecting the rich tradition of Irish craftsmanship. The attention to detail and quality of the materials make these beakers a standout addition to any home or collection.</p>
<h4>Features</h4>
<ul>
<li>
<strong>Designs</strong>: Fox, Duck, Hare, Stag</li>
<li>
<strong>Height</strong>: 5.5 inches</li>
<li>
<strong>Material</strong>: High-quality pewter, silver in color</li>
<li>
<strong>Handmade</strong>: Yes, in Ireland</li>
<li>
<strong>Price</strong>: Includes shipping</li>
</ul>
<h4>Ideal For</h4>
<ul>
<li>Gifts for nature lovers</li>
<li>Pewter collectors</li>
<li>Special occasions</li>
<li>Home décor enthusiasts</li>
</ul>
<h3>Care Instructions</h3>
<p>To maintain the beauty and integrity of your pewter beaker, hand washing is recommended. Avoid using abrasive materials that could damage the surface.</p>
<p><span style=""text-decoration: underline;""><strong>About our Pewter Beakers</strong></span></p>
<p>Our metal content in all of the above is 92-95% tin with a balance of Copper and Antimony.</p>
<p>Our metal is Lead free and complies with EU, FDA,BS and Proposition 65 standards.</p>
<p>Our items are packaged in Black and Silver Mullingar Pewter Packaging where possible.</p>",Mullingar Pewter,,Drinkware,"Beaker, bronze, duck beaker, fox beaker, hare beaker, Irish woodland beakers, pewter, pewter beaker, Pewter beakers, sports, stag beaker, wildlife, wildlife beaker, wildlife goblet, woodland design beakers, woodlands themed beakers, imported, unlisted",false,Choose Type,FOX,,,,,B92552 Fox,0,shopify,0,deny,manual,99.95,,true,false,,https://cdn.shopify.com/s/files/1/1565/2549/products/WOODLANDSBEAKERFOX.jpg?v=1630420983,1,Mullingar Pewter Beakers with Woodlands Designs.,false,Mullingar Pewter Beakers with Woodlands Designs.,Mullingar Pewter Beakers with Woodlands Designs Product Code: B92552 Available Designs Fox Duck Hare Stag Product Description The Mullingar Pewter Woodlands Collection is an exquisite series that showcases detailed and unique representations of forest animals. This collection features intricately designed pewter beaker,,,,,,,,,,,,,g,,,true,true,,,unlisted
woodlands-beakers,,,,,,,false,,HARE,,,,,B92552 Hare,0,shopify,0,deny,manual,99.95,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
woodlands-beakers,,,,,,,false,,DUCK,,,,,B92552 Duck.,0,shopify,0,deny,manual,99.95,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
woodlands-beakers,,,,,,,false,,STAG,,,,,B92552 Stag,0,shopify,0,deny,manual,99.95,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
woodlands-beakers,,,,,,,false,,WOODLANDS BEAKER Collection of 4 - one of each design,,,,,B92552 collection of 4,0,shopify,0,deny,manual,379.95,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
woodlands-beakers,,,,,,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1565/2549/products/WOODLANDSBEAKERRABBIT.jpg?v=1630420983,2,Mullingar Pewter Beakers with Woodlands Designs.,,,,,,,,,,,,,,,,,,,,,,,unlisted
woodlands-beakers,,,,,,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1565/2549/products/WOODLANDSBEAKERDUCK.jpg?v=1630420983,3,Mullingar Pewter Beakers with Woodlands Designs.,,,,,,,,,,,,,,,,,,,,,,,unlisted
woodlands-beakers,,,,,,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1565/2549/products/WOODLANDSBEAKERSTAG.jpg?v=1630420983,4,Mullingar Pewter Beakers with Woodlands Designs.,,,,,,,,,,,,,,,,,,,,,,,unlisted
woodlands-beakers,,,,,,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1565/2549/files/WOODLANDS_BEAKERS_set_of_4_8fb635af-f8c6-420a-9528-7faa21c699c8.jpg?v=1728303824,5,Mullingar Pewter Beakers with Woodlands Designs.,,,,,,,,,,,,,,,,,,,,,,,unlisted
stem-candleholder,Mullingar Pewter Irish Claddagh/Celtic Stem Candleholder,"<p><strong style=""font-size: 0.875rem;"">Product Code P168 Celtic/Claddagh  Mullingar Pewter Irish Claddagh/Celtic Stem Candleholder</strong></p>
<p><span>A lovely wedding or housewarming gift, This beautiful Irish pewter Stem Candleholder is 5"" Diameter.  There are 2 designs to choose from. Please specify at the checkout which one you would like to purchase. </span></p>
<p><span>*Please note this item does not come with candle.</span></p>
<p><strong>HANDMADE IN IRELAND.  SHIPPING INCLUDED </strong></p>",Mullingar Pewter,,Homeware,"candle, celtic candleholders, irish, Irish claddagh, irish gift, irish heritage, Irish pewter, pewter candleholder, set of 2 candleholder, imported, unlisted",false,Title,CLADDAGH,,,,,P168 Claddagh,0,shopify,0,deny,manual,94.95,,true,false,,https://cdn.shopify.com/s/files/1/1565/2549/products/CLADDAGHSTEMCANDLEHOLDER.jpg?v=1623166280,1,Mullingar Pewter Irish Claddagh/Celtic Stem Candleholder,false,Mullingar Pewter Irish Claddagh/Celtic Stem Candleholder,"Product Code P168 Celtic/Claddagh Mullingar Pewter Irish Claddagh/Celtic Stem Candleholder A lovely wedding or housewarming gift, This beautiful Irish pewter Stem Candleholder is 5"" Diameter. There are 2 designs to choose from. Please specify at the checkout which one you would like to purchase. *Please note this item ",,,,,,,,,,,,,g,,,true,true,,,unlisted
stem-candleholder,,,,,,,false,,CELTIC,,,,,P168 Celtic,0,shopify,0,deny,manual,94.95,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
stem-candleholder,,,,,,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1565/2549/products/CELTICSTEMCANDLEHOLDER.jpg?v=1623166377,2,Mullingar Pewter Irish Claddagh/Celtic Stem Candleholder,,,,,,,,,,,,,,,,,,,,,,,unlisted
baby-cutlery-set,Mullingar Pewter Irish Baby Cutlery Set.,"<p><strong>Product code C17 Mullingar Irish Pewter Baby Cutlery Set. </strong></p>
<p><span>Our hand crafted Irish Pewter Baby cutlery sets are available in three stunning designs - Celtic, Shamrock and Claddagh. Comes in presentation box with blue satin insert. Knife is 5"" long </span><span>The pewter handles combined with the stainless steel cutter, fork and spoon, makes the perfect Christening gift. This piece can be engraved with name and date as a memento</span></p>
<p><strong>Celtic (C17Cel) </strong>The Celtic designs seen on our products are taken from the Kells manuscripts, the most famous Irish artefact. Celtic symbols and designs have been around for centuries, and were first found on Ogham stones, in manuscripts drawn/written by the monks or in old monasteries around Ireland.</p>
<p> <strong>Shamrock (C17S) </strong>A classic Irish motif, the Shamrock has been recognized as the symbol of Ireland for centuries. It is said that Saint Patrick, Ireland's patron saint, used the shamrock to describe the Holy Trinity - The Father, The Son, and The Holy Spirit - each represented by a leaf.</p>
<p><strong>Claddagh (C17CL) </strong>The design is that of the Claddagh taken from the famous love symbol designed in the town of Claddagh, Co. Galway by Richard Joyce back in the year 1689. The design is often used for wedding rings as it is based on the ring that Richard made for his bride to be. The symbolisms are ""hands for friendship"", ""heart for love"" and ""crown for loyalty"".</p>
<p>HAND MADE IN IRELAND         PRICE INCLUDES SHIPPING.</p>
<p><span style=""text-decoration: underline;""><strong>About our Pewter Cutlery Sets   </strong></span>Our metal content in all of the above is 92-95% tin with a balance of Copper and Antimony.  Our metal is Lead free and complies with EU, FDA,BS and Proposition 65 standards.</p>
<p> </p>",Mullingar Pewter,,Baby Gifts,"baby, baby gifts, birthday, celtic, childrens gifts, claddagh, cutlery, educator set, general gift, general gifts, gift, Heritage, irish, pewter, pewter cutlery set, pewter silver, pewter silver cutlery set, shamrock, silverware, tableware, imported, unlisted",false,Design,Celtic,,,,,C17 Celtic,0,shopify,0,deny,manual,77.95,,true,false,,https://cdn.shopify.com/s/files/1/1565/2549/products/BABYCELTICKNIFE_FORKANDSPOONSET.jpg?v=1642516627,1,Mullingar Pewter Irish Baby Cutlery Set.,false,Mullingar Pewter Irish Baby Cutlery Set.,"Product code C17 Mullingar Irish Pewter Baby Cutlery Set. Our hand crafted Irish Pewter Baby cutlery sets are available in three stunning designs - Celtic, Shamrock and Claddagh. Comes in presentation box with blue satin insert. Knife is 5"" long The pewter handles combined with the stainless steel cutter, fork and spoo",,,,,,,,,,,,,g,,,true,true,,,unlisted
baby-cutlery-set,,,,,,,false,,Claddagh,,,,,C17 Claddagh,0,shopify,0,deny,manual,77.95,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
baby-cutlery-set,,,,,,,false,,Shamrock,,,,,C17 Shamrock,0,shopify,0,deny,manual,77.95,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
baby-cutlery-set,,,,,,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1565/2549/products/BABYCLADDAGHKNIFE_FORKANDSPOONSET.jpg?v=1642516668,2,Mullingar Pewter Irish Baby Cutlery Set.,,,,,,,,,,,,,,,,,,,,,,,unlisted
baby-cutlery-set,,,,,,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1565/2549/products/BABYSHAMROCKKNIFE_FORKANDSPOONSET.jpg?v=1642516706,3,Mullingar Pewter Irish Baby Cutlery Set.,,,,,,,,,,,,,,,,,,,,,,,unlisted
baby-cutlery-set,,,,,,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1565/2549/products/C17celtic.jpg?v=1622679879,4,Mullingar Pewter Irish Baby Cutlery Set.,,,,,,,,,,,,,,,,,,,,,,,unlisted
baby-cutlery-set,,,,,,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1565/2549/products/C17CL.jpg?v=1642516762,5,Mullingar Pewter Irish Baby Cutlery Set.,,,,,,,,,,,,,,,,,,,,,,,unlisted
scenes-of-ireland-wall-plaque-pewter-finish,"Mullingar Pewter - Scenes of Ireland Wall Plaque, Pewter Finish","<div class=""flex flex-grow flex-col max-w-full"">
<div class=""min-h-[20px] text-message flex flex-col items-start whitespace-pre-wrap break-words [.text-message+&amp;]:mt-5 juice:w-full juice:items-end overflow-x-auto gap-2"" dir=""auto"" data-message-id=""03412d2f-499b-450a-b2f5-caa22d215ec6"" data-message-author-role=""assistant"">
<div class=""flex w-full flex-col gap-1 juice:empty:hidden juice:first:pt-[3px]"">
<div class=""markdown prose w-full break-words dark:prose-invert light"">
<p><strong>Product Code: P284</strong></p>
<p><strong>Scenes of Ireland Wall Plaque – A Celebration of Irish Heritage and Beauty</strong></p>
<p><strong>Description:</strong><br>The Mullingar Pewter <em>Scenes of Ireland Wall Plaque</em> is a captivating piece of Irish craftsmanship that showcases the scenic beauty and cultural richness of the Emerald Isle. Measuring 8 inches in diameter, this stunning plaque features a detailed pewter map of Ireland surrounded by intricately engraved depictions of iconic Irish landmarks.</p>
<p><strong>Key Features:</strong></p>
<ul>
<li>
<strong>Size:</strong> 8-inch diameter, perfect for wall display or tabletop decor.</li>
<li>
<strong>Material:</strong> Crafted from premium pewter with a silver finish, combining durability with timeless elegance.</li>
<li>
<strong>Design:</strong> Central map of Ireland encircled by engraved landmarks, each capturing the essence of Ireland’s history and charm.</li>
</ul>
<p><strong>Landmarks Represented:</strong></p>
<ul>
<li>
<strong>Blarney Castle:</strong> Home of the famous Blarney Stone.    <a href=""https://blarneycastle.ie/"">Family Friendly Holiday | World-Famous | Blarney Castle</a>
</li>
<li>
<strong>Cliffs of Moher:</strong> Renowned for their dramatic coastal vistas.   <a href=""https://www.cliffsofmoher.ie/"">Ireland Cliffs, Famous Cliffs in Ireland | Cliffs of Moher</a>
</li>
<li>
<strong>Bunratty Castle:</strong> A striking medieval fortress.   <a href=""https://www.bunrattycastle.ie/"">Bunratty Castle &amp; Folk Park | Family Attractions Clare | Castles Ireland | Bunratty Castle &amp; Folk Park</a>
</li>
<li>
<strong>Belfast City Hall:</strong> A masterpiece of Renaissance-style architecture.   <a href=""https://www.belfastcity.gov.uk/cityhall"">Belfast City Hall</a>
</li>
<li>
<strong>Glendalough:</strong> Ancient monastic ruins set in a serene valley.   <a href=""https://en.wikipedia.org/wiki/Glendalough"">Glendalough - Wikipedia</a>
</li>
<li>
<strong>Ha’penny Bridge:</strong> Dublin’s iconic pedestrian bridge over the River Liffey.  <a href=""https://en.wikipedia.org/wiki/Ha%27penny_Bridge"">Ha'penny Bridge - Wikipedia</a>
</li>
<li>
<strong>Kylemore Abbey:</strong> A breathtaking lakeside monastery.  <a href=""https://www.kylemoreabbey.com/"">Ireland Tourist Attractions | Kylemore Abbey in Connemara</a>
</li>
<li>
<strong>Lakes of Killarney:</strong> Scenic lakes surrounded by lush landscapes in County Kerry.  <a href=""https://www.discoverireland.ie/kerry/the-lakes-of-killarney"">Visit The Lakes Of Killarney with Discover Ireland</a>
</li>
</ul>
<p><strong>Ideal For:</strong></p>
<ul>
<li>
<strong>Tourists and Expats:</strong> A meaningful memento of Ireland’s beauty and culture.</li>
<li>
<strong>Collectors:</strong> A standout addition to any Irish-themed decor or memorabilia collection.</li>
<li>
<strong>Gifts:</strong> A thoughtful present for anyone with Irish roots or a love for Ireland’s landmarks.</li>
</ul>
<p><strong>Display Options:</strong></p>
<ul>
<li>
<strong>Wall Hanging:</strong> Perfect for living rooms, hallways, or spaces needing a touch of Irish charm.</li>
<li>
<strong>Tabletop Display:</strong> Includes a stand for placement on tables, shelves, or mantels.</li>
<li>
<strong>Gift Boxed:</strong> Beautifully packaged, ready for gifting on any occasion.</li>
</ul>
<p><strong>Purchase Details:</strong></p>
<ul>
<li>
<strong>Handcrafted in Ireland:</strong> Expertly made by skilled artisans at Mullingar Pewter, ensuring authenticity and exceptional detail.</li>
<li>
<strong>Shipping Included:</strong> Price covers worldwide delivery, making it a hassle-free choice for gifts or personal use.</li>
</ul>
<p><strong>Why Choose This Wall Plaque?</strong><br>The <em>Scenes of Ireland Wall Plaque</em> is more than decor—it’s a celebration of Ireland’s natural beauty and cultural heritage. Its exquisite craftsmanship and attention to detail make it a unique piece for any home or a memorable gift for someone special.</p>
<p>With its elegant design and representations of Ireland’s most beloved landmarks, this plaque is a timeless tribute to the Emerald Isle, perfect for anyone who cherishes Ireland's history and scenic landscapes.</p>
</div>
</div>
</div>
</div>",Mullingar Pewter,,Gift,"all ireland, celtic, general gift, general gifts, gift, Ireland, irish, irish gift, irish heritage, Irish History, Irish pewter, plate, imported, unlisted",false,Title,Default Title,,,,,P284,0,shopify,0,deny,manual,47.95,,true,false,,https://cdn.shopify.com/s/files/1/1565/2549/products/IRELANDPLATE8INCH.jpg?v=1642609599,1,"Mullingar Pewter - Scenes of Ireland Wall Plaque, Pewter Finish",false,Mullingar Pewter,"Product Code: P284 Scenes of Ireland Wall Plaque – A Celebration of Irish Heritage and Beauty Description:The Mullingar Pewter Scenes of Ireland Wall Plaque is a captivating piece of Irish craftsmanship that showcases the scenic beauty and cultural richness of the Emerald Isle. Measuring 8 inches in diameter, this stun",,,,,,,,,,,,,g,,,true,true,,,unlisted
dublin-scenes-pewter-finish-plate,Mullingar Pewter Scenes of Dublin Pewter Finish Wall Plate,"<p><strong>Product Code: P285</strong></p>
<p><strong>Scenes of Dublin Ireland Wall Plate – Pewter Plate with Dublin Crest (8” Diameter)</strong></p>
<p><strong>Description:</strong><br>Capture the spirit of Dublin with this beautifully crafted pewter wall plate. Measuring 8 inches in diameter, the plate features the Dublin Crest at its center, surrounded by intricate engravings of the city’s most iconic landmarks. A timeless piece of Irish artistry, it’s perfect for display in any home or as a thoughtful gift.</p>
<p><strong>Featured Landmarks:</strong></p>
<ul>
<li>
<strong>GPO (General Post Office):</strong> A historic symbol of Irish independence.  <a href=""https://en.wikipedia.org/wiki/General_Post_Office,_Dublin"">General Post Office, Dublin - Wikipedia</a>
</li>
<li>
<strong>College Green:</strong> Home to the historic Trinity College.  <a href=""https://en.wikipedia.org/wiki/College_Green,_Dublin"">College Green, Dublin - Wikipedia</a>
</li>
<li>
<strong>Custom House:</strong> A stunning example of neoclassical architecture.  <a href=""https://en.wikipedia.org/wiki/The_Custom_House"">The Custom House - Wikipedia</a>
</li>
<li>
<strong>Dublin Castle:</strong> A cornerstone of Ireland’s history.  <a href=""https://en.wikipedia.org/wiki/Dublin_Castle"">Dublin Castle - Wikipedia</a>
</li>
<li>
<strong>Ha’penny Bridge:</strong> Dublin’s iconic pedestrian bridge. <a href=""https://en.wikipedia.org/wiki/Ha%27penny_Bridge"">Ha'penny Bridge - Wikipedia</a>
</li>
<li>
<strong>Leinster House:</strong> The seat of the Irish Parliament.  <a href=""https://en.wikipedia.org/wiki/Leinster_House"">Leinster House - Wikipedia</a>
</li>
<li>
<strong>Christchurch Cathedral:</strong> One of Dublin’s most impressive medieval structures. <a href=""https://en.wikipedia.org/wiki/Christ_Church_Cathedral,_Dublin"">Christ Church Cathedral, Dublin - Wikipedia</a>
</li>
<li>
<strong>The Four Courts:</strong> A striking Georgian building on the River Liffey.  <a href=""https://en.wikipedia.org/wiki/Four_Courts"">Four Courts - Wikipedia</a>
</li>
</ul>
<p><strong>Key Features:</strong></p>
<ul>
<li>
<strong>Size:</strong> 8-inch diameter, ideal for wall or tabletop display.</li>
<li>
<strong>Material:</strong> High-quality pewter with a polished finish for durability and elegance.</li>
<li>
<strong>Display Options:</strong> Comes with a stand for tabletop placement and is ready to hang on a wall.</li>
<li>
<strong>Gift-Ready:</strong> Presented in a beautiful gift box, perfect for any occasion.</li>
</ul>
<p><strong>Handcrafted in Ireland:</strong><br>Expertly made by skilled artisans, this plate embodies Ireland’s rich craftsmanship and attention to detail.</p>
<p><strong>Perfect For:</strong></p>
<ul>
<li>
<strong>Souvenirs:</strong> A keepsake for visitors who want to remember Dublin’s charm.</li>
<li>
<strong>Gifts:</strong> A thoughtful present for anyone with a connection to Dublin or a love for Irish culture.</li>
<li>
<strong>Collectors:</strong> A unique addition to Irish-themed decor or plate collections.</li>
</ul>
<p><strong>Shipping Included:</strong><br>Enjoy worldwide delivery with no additional shipping costs, ensuring a hassle-free purchase experience.</p>
<p><strong>Why Choose This Plate?</strong><br>The <em>Scenes of Dublin Ireland Wall Plate</em> is a celebration of Dublin’s history and beauty. With its detailed engravings and central crest, it’s a standout piece of Irish artistry that will enhance any space or serve as a cherished gift for someone special.</p>",Mullingar Pewter,,Gift,"christ, church, college green, Dublin, four courts, gift, GPO, hapenny bridge, leinster, plate, trinity college, imported, unlisted",false,Title,Default Title,,,,,P285,0,shopify,0,deny,manual,47.95,,true,false,,https://cdn.shopify.com/s/files/1/1565/2549/products/DUBLINPLATE8INCH.jpg?v=1642609725,1,Mullingar Pewter Scenes of Dublin Pewter Finish Wall Plate,false,Mullingar Pewter Scenes of Dublin Pewter Finish Wall Plate,"Product Code: P285 Scenes of Dublin Ireland Wall Plate – Pewter Plate with Dublin Crest (8” Diameter) Description:Capture the spirit of Dublin with this beautifully crafted pewter wall plate. Measuring 8 inches in diameter, the plate features the Dublin Crest at its center, surrounded by intricate engravings of the cit",,,,,,,,,,,,,g,,,true,true,,,unlisted
mythical-ireland-pewter-beakers,Mullingar Pewter Mythical Ireland Pewter Beaker,"<p>The <strong>Mullingar Pewter Mythical Ireland Wine Beaker</strong> are a mesmerizing addition to any collection or dining setting. These 8 oz, 8"" tall goblets, each narrating a famous tale from ancient Irish mythology, capture the spirit of Ireland's storied past.</p>
<h3>Beaker Highlights:</h3>
<ol>
<li>
<p><strong>Na Fianna (Product Code: P142 Na Fianna)</strong>: <a href=""https://en.wikipedia.org/wiki/Fianna"">Fianna - Wikipedia</a> </p>
<ul>
<li>Celebrates the legendary warrior band led by Fionn mac Cumhaill. <a href=""https://en.wikipedia.org/wiki/Fionn_mac_Cumhaill"">Fionn mac Cumhaill - Wikipedia</a>
</li>
<li>Intricate designs that reflect the bravery and heroism of these ancient Irish warriors.</li>
</ul>
</li>
<li>
<p><strong>King Lugh (Product Code: P142 King Lugh)</strong>: <a href=""https://en.wikipedia.org/wiki/Lugh"">Lugh - Wikipedia</a></p>
<ul>
<li>Depicts Lugh, the king of the magical Tuatha Dé Danann.</li>
<li>Exquisite craftsmanship that brings to life the tales of Lugh’s wisdom and prowess.</li>
</ul>
</li>
<li>
<p><strong>Queen Maeve</strong>: <strong>(Product Code: P142 Queen Maeve)</strong>: <a href=""https://en.wikipedia.org/wiki/Medb"">Medb - Wikipedia</a></p>
<ul>
<li>
<strong>Design</strong>: Includes intricate artwork representing Queen Maeve of Connacht, known for her role in the epic Táin Bó Cúailnge (Cattle Raid of Cooley).</li>
<li>
<strong>Symbolism</strong>: Embodies strength and leadership, reflecting Maeve’s storied legacy as a powerful warrior queen.</li>
</ul>
</li>
<li>
<p><b>The Lion of Ireland: <strong>(Product Code: P142 The Lion of Ireland)</strong>: <a href=""https://en.wikipedia.org/wiki/Brian_Boru"">Brian Boru - Wikipedia</a></b></p>
</li>
</ol>
<h3>Key Features:</h3>
<ul>
<li>
<strong>Material</strong>: High-quality pewter, renowned for its durability and lustrous appearance.</li>
<li>
<strong>Craftsmanship</strong>: Each beaker is meticulously handcrafted in Ireland, ensuring a unique and authentic piece.</li>
<li>
<strong>Functionality</strong>: These beaker add a touch of elegance to your dining table, making them perfect for special occasions or as cherished collectible.</li>
<li style=""font-weight: bold;""><strong>Worldwide Shipping Included</strong></li>
</ul>
<p><span style=""text-decoration: underline;""><strong style=""font-size: 0.875rem;"">About our Pewter Beaker</strong></span><br></p>
<p>Our metal content in all of the above is 92-95% tin with a balance of Copper and Antimony.</p>
<p>Our metal is Lead free and complies with EU, FDA,BS and Proposition 65 standards.</p>
<p>Our items are packaged in Black and Silver Mullingar Pewter Packaging where possible.</p>
<p><iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/0WVOleybvsM"" frameborder=""0"" allowfullscreen=""""></iframe></p>",Mullingar Pewter,,Drinkware,"Beaker, Brian Boru, Brian Boru Goblet, gift, goblet, goblets, irish, King Brian Boru, king lugh, Mythical, Mythical Ireland, Mythical Ireland Goblet, pewter goblet, pewter goblets, pewter silver, pewter silver goblet, pewter silver goblets, queen maeve, the lion of ireland, imported, unlisted",false,BEAKER,SINGLE BEAKER NA FIANNA,,,,,P142N Na Fianna,0,shopify,0,deny,manual,119.95,,true,false,,https://cdn.shopify.com/s/files/1/1565/2549/products/nafianabeaker.jpg?v=1633362832,1,Mullingar Pewter Mythical Ireland Pewter Beaker,false,Mullingar Pewter Mythical Ireland Pewter Beaker,"The Mullingar Pewter Mythical Ireland Wine Beaker are a mesmerizing addition to any collection or dining setting. These 8 oz, 8"" tall goblets, each narrating a famous tale from ancient Irish mythology, capture the spirit of Ireland's storied past. Beaker Highlights: Na Fianna (Product Code: P142 Na Fianna): Fianna - Wi",,,,,,,,,,,,,g,,,true,true,,,unlisted
mythical-ireland-pewter-beakers,,,,,,,false,,SINGLE BEAKER KING LUGH,,,,,P142L King Lugh,0,shopify,0,deny,manual,119.95,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
mythical-ireland-pewter-beakers,,,,,,,false,,Queen Maeve Beaker,,,,,P142Q Queen Maeve,0,shopify,0,deny,manual,119.95,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
mythical-ireland-pewter-beakers,,,,,,,false,,Lion of Ireland - Brian Boru,,,,,P142L Lion of Ireland,0,shopify,0,deny,manual,119.95,,true,false,,,,,,,,,,,,,,,,,,,,g,,,,,,,unlisted
mythical-ireland-pewter-beakers,,,,,,,false,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1565/2549/products/LughBeaker.jpg?v=1633362950,2,Mullingar Pewter Mythical Ireland Pewter Beaker,,,,,,,,,,,,,,,,,,,,,,,unlisted
